congress,chamber,party_code,party_name,n_members,dim1_median,dim2_median,dim1_mean,dim2_mean
74,House,100,Democrat,329,-0.243,0.166,-0.255620795107,0.181633027523
74,House,200,Republican,105,0.318,-0.243,0.305076190476,-0.270123809524
74,House,370,Progressive,7,-0.119,-0.744,-0.107571428571,-0.448
74,House,537,Farmer-Labor,3,-0.179,-0.29,-0.0766666666667,0.031
74,Senate,100,Democrat,77,-0.209,0.243,-0.20784,0.231133333333
74,Senate,200,Republican,26,0.276,0.217,0.2972,0.1726
74,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
74,Senate,537,Farmer-Labor,2,0.115,0.989,0.115,0.989
75,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
75,House,100,Democrat,343,-0.239,0.1355,-0.255970588235,0.1692
75,House,200,Republican,94,0.318,-0.16,0.313537634409,-0.177301075269
75,House,370,Progressive,8,-0.1415,-0.5085,-0.15075,-0.42125
75,House,537,Farmer-Labor,5,-0.28,-0.936,-0.2782,-0.7458
75,Senate,100,Democrat,84,-0.2275,0.24,-0.227646341463,0.2425
75,Senate,200,Republican,19,0.255,-0.018,0.266882352941,0.0418235294118
75,Senate,328,Independent,1,0.134,0.991,0.134,0.991
75,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
75,Senate,537,Farmer-Labor,2,0.2135,0.977,0.2135,0.977
76,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
76,House,100,Democrat,276,-0.232,0.358,-0.249124542125,0.274380952381
76,House,200,Republican,178,0.3025,-0.2435,0.308162921348,-0.249893258427
76,House,370,Progressive,2,-0.101,-0.5375,-0.101,-0.5375
76,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
76,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
76,Senate,100,Democrat,73,-0.224,0.243,-0.220493150685,0.260945205479
76,Senate,200,Republican,27,0.246,-0.172,0.253925925926,-0.100592592593
76,Senate,328,Independent,1,0.134,0.991,0.134,0.991
76,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
76,Senate,537,Farmer-Labor,2,0.2135,0.977,0.2135,0.977
77,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
77,House,100,Democrat,278,-0.2375,0.2735,-0.257597826087,0.262387681159
77,House,200,Republican,170,0.316,-0.2095,0.312910714286,-0.240041666667
77,House,329,Ind. Democrat,1,-0.302,0.6,-0.302,0.6
77,House,370,Progressive,3,-0.119,-0.744,-0.107,-0.606333333333
77,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
77,House,537,Farmer-Labor,1,-0.268,-0.593,-0.268,-0.593
77,Senate,100,Democrat,76,-0.221,0.312,-0.217643835616,0.307301369863
77,Senate,200,Republican,31,0.254,-0.098,0.254166666667,-0.0943666666667
77,Senate,328,Independent,1,0.134,0.991,0.134,0.991
77,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
78,President,100,Democrat,1,-0.368,0.245,-0.368,0.245
78,House,100,Democrat,229,-0.2295,0.509,-0.248574561404,0.361938596491
78,House,200,Republican,218,0.3025,-0.267,0.301720183486,-0.28126146789
78,House,370,Progressive,2,-0.0785,-0.5085,-0.0785,-0.5085
78,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
78,House,537,Farmer-Labor,1,0.099,-0.031,0.099,-0.031
78,Senate,100,Democrat,61,-0.191,0.314,-0.195133333333,0.2798
78,Senate,200,Republican,42,0.277,-0.041,0.291738095238,-0.0919285714286
78,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
79,President,100,Democrat,2,-0.371,0.1295,-0.371,0.1295
79,House,100,Democrat,250,-0.2575,0.404,-0.264604,0.3379
79,House,200,Republican,195,0.297,-0.243,0.303456410256,-0.244046153846
79,House,370,Progressive,1,-0.038,-0.273,-0.038,-0.273
79,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
79,Senate,100,Democrat,66,-0.209,0.334,-0.219,0.321815384615
79,Senate,200,Republican,42,0.271,-0.1365,0.274952380952,-0.151
79,Senate,370,Progressive,1,0.048,0.95,0.048,0.95
80,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
80,House,100,Democrat,194,-0.2195,0.6275,-0.237324742268,0.487458762887
80,House,200,Republican,253,0.278,-0.3,0.285343873518,-0.312660079051
80,House,522,American Labor,2,-0.7075,-0.464,-0.7075,-0.464
80,Senate,100,Democrat,47,-0.195,0.564,-0.191531914894,0.46629787234
80,Senate,200,Republican,51,0.287,-0.172,0.292784313725,-0.20268627451
81,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
81,House,100,Democrat,267,-0.303,0.344,-0.27556928839,0.357876404494
81,House,200,Republican,176,0.2715,-0.2365,0.277005681818,-0.254284090909
81,House,402,Liberal,1,-0.619,-0.188,-0.619,-0.188
81,House,522,American Labor,1,-0.415,-0.91,-0.415,-0.91
81,Senate,100,Democrat,62,-0.221,0.357,-0.239393442623,0.362590163934
81,Senate,200,Republican,47,0.248,-0.247,0.266531914894,-0.289170212766
82,President,100,Democrat,1,-0.374,0.014,-0.374,0.014
82,House,100,Democrat,240,-0.2855,0.4305,-0.262333333333,0.421
82,House,200,Republican,207,0.271,-0.219,0.280019323671,-0.255183574879
82,House,328,Independent,1,-0.151,-0.025,-0.151,-0.025
82,Senate,100,Democrat,51,-0.206,0.477,-0.200333333333,0.415215686275
82,Senate,200,Republican,48,0.273,-0.325,0.276,-0.290395833333
83,President,200,Republican,1,0.281,-0.864,0.281,-0.864
83,House,100,Democrat,218,-0.271,0.5655,-0.253344036697,0.475481651376
83,House,200,Republican,222,0.2745,-0.2285,0.277657657658,-0.246054054054
83,House,328,Independent,1,-0.151,-0.025,-0.151,-0.025
83,Senate,100,Democrat,54,-0.204,0.528,-0.19179245283,0.471452830189
83,Senate,200,Republican,56,0.273,-0.389,0.286796296296,-0.357592592593
83,Senate,328,Independent,1,-0.851,0.525,-0.851,0.525
84,President,200,Republican,1,0.281,-0.864,0.281,-0.864
84,House,100,Democrat,235,-0.305,0.407,-0.27909787234,0.439663829787
84,House,200,Republican,203,0.268,-0.214,0.277251231527,-0.219743842365
84,Senate,100,Democrat,51,-0.242,0.428,-0.230235294118,0.425862745098
84,Senate,200,Republican,47,0.28,-0.334,0.280489361702,-0.325595744681
84,Senate,328,Independent,1,-0.851,0.525,-0.851,0.525
85,President,200,Republican,1,0.281,-0.864,0.281,-0.864
85,House,100,Democrat,240,-0.306,0.4435,-0.282779166667,0.462329166667
85,House,200,Republican,204,0.2645,-0.2365,0.268220588235,-0.246941176471
85,Senate,100,Democrat,53,-0.242,0.525,-0.233962264151,0.455943396226
85,Senate,200,Republican,48,0.28,-0.3575,0.267854166667,-0.337145833333
86,President,200,Republican,1,0.281,-0.864,0.281,-0.864
86,House,100,Democrat,286,-0.313,0.349,-0.29570979021,0.414604895105
86,House,200,Republican,157,0.255,-0.232,0.266717948718,-0.228365384615
86,House,329,Ind. Democrat,1,0.011,1.0,0.011,1.0
86,Senate,100,Democrat,67,-0.265,0.387,-0.272447761194,0.368850746269
86,Senate,200,Republican,36,0.257,-0.389,0.255944444444,-0.363527777778
87,President,100,Democrat,1,-0.472,-0.487,-0.472,-0.487
87,House,100,Democrat,273,-0.304,0.352,-0.277285714286,0.420307692308
87,House,200,Republican,177,0.2445,-0.1915,0.262369318182,-0.221079545455
87,Senate,100,Democrat,65,-0.296,0.391,-0.277892307692,0.387353846154
87,Senate,200,Republican,40,0.2775,-0.4,0.26895,-0.3872
88,President,100,Democrat,2,-0.4045,-0.261,-0.4045,-0.261
88,House,100,Democrat,262,-0.3275,0.324,-0.292045801527,0.383877862595
88,House,200,Republican,181,0.25,-0.187,0.256016574586,-0.215729281768
88,Senate,100,Democrat,69,-0.311,0.31,-0.291173913043,0.340884057971
88,Senate,200,Republican,33,0.232,-0.434,0.278424242424,-0.429575757576
89,President,100,Democrat,1,-0.337,-0.035,-0.337,-0.035
89,House,100,Democrat,301,-0.327,0.229,-0.300764119601,0.3066910299
89,House,200,Republican,143,0.243,-0.192,0.245825174825,-0.209405594406
89,Senate,100,Democrat,70,-0.316,0.31,-0.297271428571,0.335257142857
89,Senate,200,Republican,33,0.308,-0.418,0.279575757576,-0.388242424242
90,President,100,Democrat,1,-0.337,-0.035,-0.337,-0.035
90,House,100,Democrat,250,-0.3425,0.2365,-0.29552,0.31772
90,House,200,Republican,189,0.241,-0.157,0.243026455026,-0.192592592593
90,Senate,100,Democrat,64,-0.312,0.31,-0.29890625,0.3414375
90,Senate,200,Republican,37,0.275,-0.434,0.253,-0.426783783784
91,President,200,Republican,1,0.552,-0.834,0.552,-0.834
91,House,100,Democrat,250,-0.3445,0.2275,-0.309768,0.28912
91,House,200,Republican,199,0.244,-0.13,0.254623115578,-0.177281407035
91,Senate,100,Democrat,58,-0.319,0.2545,-0.289051724138,0.346
91,Senate,200,Republican,44,0.273,-0.4435,0.250840909091,-0.446204545455
92,President,200,Republican,1,0.552,-0.834,0.552,-0.834
92,House,100,Democrat,259,-0.344,0.256,-0.310548262548,0.294702702703
92,House,200,Republican,185,0.246,-0.144,0.2544,-0.176745945946
92,Senate,100,Democrat,56,-0.31,0.2715,-0.28675,0.355785714286
92,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
92,Senate,200,Republican,45,0.271,-0.445,0.233222222222,-0.458755555556
92,Senate,328,Independent,1,0.092,0.968,0.092,0.968
93,President,200,Republican,2,0.529,-0.79,0.529,-0.79
93,House,100,Democrat,246,-0.3505,0.217,-0.323467479675,0.236398373984
93,House,200,Republican,195,0.25,-0.118,0.260912820513,-0.150041025641
93,House,329,Ind. Democrat,1,-0.418,-0.054,-0.418,-0.054
93,Senate,100,Democrat,57,-0.319,0.254,-0.325842105263,0.295771929825
93,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
93,Senate,200,Republican,43,0.278,-0.434,0.264837209302,-0.383720930233
93,Senate,328,Independent,1,0.092,0.968,0.092,0.968
94,President,200,Republican,1,0.506,-0.746,0.506,-0.746
94,House,100,Democrat,294,-0.3385,0.1165,-0.315285714286,0.141693877551
94,House,200,Republican,147,0.25,-0.118,0.264836734694,-0.175244897959
94,Senate,100,Democrat,61,-0.319,0.223,-0.324770491803,0.274573770492
94,Senate,112,Conservative,1,0.499,-0.441,0.499,-0.441
94,Senate,200,Republican,38,0.2805,-0.4175,0.270842105263,-0.378289473684
94,Senate,328,Independent,1,0.092,0.968,0.092,0.968
95,President,100,Democrat,1,-0.504,0.119,-0.504,0.119
95,House,100,Democrat,294,-0.3235,0.111,-0.305850340136,0.118646258503
95,House,200,Republican,147,0.262,-0.132,0.266972789116,-0.17874829932
95,Senate,100,Democrat,65,-0.329,0.31,-0.319861538462,0.293507692308
95,Senate,200,Republican,38,0.2935,-0.4605,0.269026315789,-0.405605263158
95,Senate,328,Independent,1,0.092,0.968,0.092,0.968
96,President,100,Democrat,1,-0.504,0.119,-0.504,0.119
96,House,100,Democrat,281,-0.321,0.094,-0.301263345196,0.109622775801
96,House,200,Republican,161,0.278,-0.154,0.294677018634,-0.17898757764
96,Senate,100,Democrat,59,-0.319,0.209,-0.313101694915,0.261983050847
96,Senate,200,Republican,41,0.275,-0.445,0.276609756098,-0.395024390244
96,Senate,328,Independent,1,0.092,0.968,0.092,0.968
97,President,200,Republican,1,0.692,-0.713,0.692,-0.713
97,House,100,Democrat,247,-0.319,0.07,-0.300234817814,0.0926032388664
97,House,200,Republican,196,0.307,-0.1705,0.306418367347,-0.19931122449
97,House,328,Independent,1,-0.506,-0.057,-0.506,-0.057
97,Senate,100,Democrat,46,-0.314,0.311,-0.299608695652,0.260369565217
97,Senate,200,Republican,54,0.2935,-0.313,0.31012962963,-0.317481481481
97,Senate,328,Independent,1,0.092,0.968,0.092,0.968
98,President,200,Republican,1,0.692,-0.713,0.692,-0.713
98,House,100,Democrat,272,-0.316,0.049,-0.301672794118,0.071
98,House,200,Republican,168,0.328,-0.18,0.325550898204,-0.207353293413
98,Senate,100,Democrat,46,-0.314,0.2595,-0.301630434783,0.246282608696
98,Senate,200,Republican,55,0.283,-0.279,0.306963636364,-0.303618181818
99,President,200,Republican,1,0.692,-0.713,0.692,-0.713
99,House,100,Democrat,257,-0.319,0.058,-0.309408560311,0.0821050583658
99,House,200,Republican,182,0.344,-0.2065,0.333675824176,-0.212917582418
99,Senate,100,Democrat,47,-0.322,0.155,-0.305893617021,0.214893617021
99,Senate,200,Republican,54,0.2805,-0.267,0.313777777778,-0.285092592593
100,President,200,Republican,1,0.692,-0.713,0.692,-0.713
100,House,100,Democrat,262,-0.32,0.049,-0.309232824427,0.0845114503817
100,House,200,Republican,179,0.346,-0.221,0.335312849162,-0.23412849162
100,Senate,100,Democrat,55,-0.313,0.137,-0.294618181818,0.199927272727
100,Senate,200,Republican,46,0.3025,-0.308,0.313608695652,-0.334673913043
101,President,200,Republican,1,0.557,-0.547,0.557,-0.547
101,House,100,Democrat,265,-0.32,0.012,-0.312916981132,0.0805622641509
101,House,200,Republican,180,0.344,-0.2255,0.339605555556,-0.248844444444
101,Senate,100,Democrat,56,-0.306,0.031,-0.293678571429,0.122946428571
101,Senate,200,Republican,46,0.316,-0.3,0.322565217391,-0.30202173913
102,President,200,Republican,1,0.557,-0.547,0.557,-0.547
102,House,100,Democrat,270,-0.3195,0.0115,-0.314203703704,0.0796703703704
102,House,200,Republican,170,0.3495,-0.2115,0.344688235294,-0.229982352941
102,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
102,Senate,100,Democrat,58,-0.311,0.01,-0.299413793103,0.105706896552
102,Senate,200,Republican,44,0.307,-0.3015,0.319340909091,-0.306840909091
103,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
103,House,100,Democrat,261,-0.336,-0.002,-0.333210727969,0.0688659003831
103,House,200,Republican,180,0.377,-0.1435,0.371055555556,-0.183294444444
103,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
103,Senate,100,Democrat,57,-0.309,-0.012,-0.296175438596,0.0743859649123
103,Senate,200,Republican,45,0.341,-0.275,0.337177777778,-0.268288888889
104,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
104,House,100,Democrat,208,-0.383,-0.004,-0.361379807692,0.0603365384615
104,House,200,Republican,236,0.385,-0.092,0.397139830508,-0.118843220339
104,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
104,Senate,100,Democrat,48,-0.3085,-0.0485,-0.301166666667,0.0101666666667
104,Senate,200,Republican,55,0.356,-0.234,0.350472727273,-0.233854545455
105,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
105,House,100,Democrat,212,-0.3835,-0.03,-0.375391509434,0.0357028301887
105,House,200,Republican,231,0.39,-0.053,0.401887445887,-0.0744415584416
105,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
105,Senate,100,Democrat,45,-0.308,-0.067,-0.310977777778,-0.0508
105,Senate,200,Republican,55,0.381,-0.181,0.372709090909,-0.180981818182
106,President,100,Democrat,1,-0.438,0.033,-0.438,0.033
106,House,100,Democrat,213,-0.384,-0.026,-0.372920187793,0.0433333333333
106,House,200,Republican,225,0.39,-0.027,0.404413333333,-0.0575688888889
106,House,328,Independent,2,0.035,0.1165,0.035,0.1165
106,Senate,100,Democrat,46,-0.302,-0.0855,-0.295152173913,-0.0640217391304
106,Senate,200,Republican,56,0.3735,-0.188,0.362910714286,-0.222285714286
107,President,200,Republican,1,0.693,-0.539,0.693,-0.539
107,House,100,Democrat,214,-0.384,-0.0325,-0.376976635514,0.0389579439252
107,House,200,Republican,228,0.403,0.007,0.409916666667,-0.0298289473684
107,House,328,Independent,2,0.035,0.1165,0.035,0.1165
107,Senate,100,Democrat,50,-0.3055,-0.079,-0.29426,-0.0416
107,Senate,200,Republican,50,0.3815,-0.1295,0.36774,-0.19922
107,Senate,328,Independent,2,-0.277,-0.603,-0.277,-0.603
108,President,200,Republican,1,0.693,-0.539,0.693,-0.539
108,House,100,Democrat,208,-0.3835,-0.036,-0.376432692308,0.0469375
108,House,200,Republican,231,0.402,0.02,0.416688311688,-0.0112554112554
108,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
108,Senate,100,Democrat,48,-0.3085,-0.079,-0.291458333333,-0.0409791666667
108,Senate,200,Republican,51,0.364,-0.128,0.357901960784,-0.19031372549
108,Senate,328,Independent,1,-0.277,-0.603,-0.277,-0.603
109,President,200,Republican,1,0.693,-0.539,0.693,-0.539
109,House,100,Democrat,203,-0.392,-0.04,-0.387344827586,0.0304236453202
109,House,200,Republican,236,0.409,0.022,0.42285106383,-0.0027914893617
109,House,328,Independent,1,-0.513,-0.308,-0.513,-0.308
109,Senate,100,Democrat,45,-0.319,-0.139,-0.307133333333,-0.0985333333333
109,Senate,200,Republican,55,0.382,-0.121,0.378181818182,-0.167527272727
109,Senate,328,Independent,1,-0.277,-0.603,-0.277,-0.603
110,President,200,Republican,1,0.693,-0.539,0.693,-0.539
110,House,100,Democrat,242,-0.3775,-0.006,-0.367545454545,0.0471363636364
110,House,200,Republican,206,0.426,0.054,0.439601941748,0.0260825242718
110,Senate,100,Democrat,50,-0.3115,-0.1335,-0.29554,-0.08538
110,Senate,200,Republican,51,0.404,-0.11,0.391470588235,-0.143882352941
110,Senate,328,Independent,1,-0.513,-0.308,-0.513,-0.308
111,President,100,Democrat,1,-0.354,-0.203,-0.354,-0.203
111,House,100,Democrat,263,-0.349,-0.005,-0.347653992395,0.0412927756654
111,House,200,Republican,183,0.439,0.055,0.456475409836,0.0281693989071
111,Senate,100,Democrat,66,-0.314,-0.0865,-0.308409090909,-0.0656363636364
111,Senate,200,Republican,44,0.404,-0.0645,0.398454545455,-0.117136363636
111,Senate,328,Independent,1,-0.513,-0.308,-0.513,-0.308
112,President,100,Democrat,1,-0.354,-0.203,-0.354,-0.203
112,House,100,Democrat,200,-0.4,-0.0775,-0.393005,-0.033085
112,House,200,Republican,245,0.468,0.051,0.468457142857,0.031693877551
112,Senate,100,Democrat,53,-0.314,-0.114,-0.298679245283,-0.0624150943396
112,Senate,200,Republican,48,0.4105,-0.0645,0.443291666667,-0.0889375
112,Senate,328,Independent,1,-0.513,-0.308,-0.513,-0.308
113,President,100,Democrat,1,-0.354,-0.203,-0.354,-0.203
113,House,100,Democrat,204,-0.3965,-0.082,-0.383955882353,-0.0692696078431
113,House,200,Republican,240,0.492,0.081,0.4843375,0.0430666666667
113,Senate,100,Democrat,57,-0.327,-0.116,-0.325701754386,-0.0732631578947
113,Senate,200,Republican,46,0.419,-0.0135,0.472543478261,-0.0474782608696
113,Senate,328,Independent,2,-0.3295,-0.28,-0.3295,-0.28
114,President,100,Democrat,1,-0.354,-0.203,-0.354,-0.203
114,House,100,Democrat,190,-0.4,-0.082,-0.394715789474,-0.0769052631579
114,House,200,Republican,251,0.491,0.072,0.482179282869,0.0432270916335
114,Senate,100,Democrat,44,-0.328,-0.151,-0.332295454545,-0.120454545455
114,Senate,200,Republican,54,0.4535,-0.0165,0.483018518519,-0.0641111111111
114,Senate,328,Independent,2,-0.3295,-0.28,-0.3295,-0.28
115,House,100,Democrat,195,-0.398,-0.082,-0.390825641026,-0.0712256410256
115,House,200,Republican,245,0.493,0.082,0.487146938776,0.0569387755102
115,Senate,100,Democrat,46,-0.328,-0.151,-0.336717391304,-0.105130434783
115,Senate,200,Republican,53,0.463,-0.005,0.498452830189,-0.0304150943396
115,Senate,328,Independent,2,-0.3295,-0.28,-0.3295,-0.28
